Date,Transaction Type,No.,Amount ,Due Date,Customer,Split,Terms,A/R Paid,Open Balance,Sent,Delivery Address
26/03/2023,Invoice,1168,60.50  ,02/04/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
03/04/2023,Payment,,60.50  ,03/04/2023,Border Metal Roofing,Business,,Paid,,,
02/04/2023,Invoice,1175,60.50  ,09/04/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
08/05/2023,Payment,,134.75  ,08/05/2023,Border Metal Roofing,Business,,Paid,,,
30/04/2023,Invoice,1198,134.75  ,07/05/2023,Border Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
22/05/2023,Payment,,60.50  ,22/05/2023,Border Metal Roofing,Business,,Paid,,,
21/05/2023,Invoice,1221,60.50  ,28/05/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
05/06/2023,Payment,,60.50  ,05/06/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
04/06/2023,Invoice,1237,60.50  ,11/06/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
11/06/2023,Payment,,195.25  ,11/06/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
11/06/2023,Invoice,1244,195.25  ,18/06/2023,Border Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
31/07/2023,Payment,,44.00  ,31/07/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
23/07/2023,Invoice,1290,44.00  ,30/07/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
07/08/2023,Payment,,60.50  ,07/08/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
06/08/2023,Invoice,1306,60.50  ,13/08/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
05/09/2023,Payment,,272.25  ,05/09/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
04/09/2023,Invoice,1336,272.25  ,11/09/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
11/09/2023,Payment,,453.75  ,11/09/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
10/09/2023,Invoice,1344,453.75  ,17/09/2023,Border Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
09/10/2023,Payment,,60.50  ,09/10/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
02/10/2023,Invoice,1365,60.50  ,09/10/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
16/10/2023,Payment,,90.75  ,16/10/2023,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
15/10/2023,Invoice,1374,90.75  ,22/10/2023,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
12/02/2024,Payment,,143.00  ,12/02/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
11/02/2024,Invoice,1456,143.00  ,18/02/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
16/05/2024,Payment,,66.00  ,16/05/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
13/05/2024,Invoice,1531,66.00  ,19/05/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
06/08/2024,Payment,,66.00  ,06/08/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
04/08/2024,Invoice,1600,66.00  ,11/08/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
16/08/2024,Payment,,66.00  ,16/08/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
11/08/2024,Invoice,1605,66.00  ,18/08/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
27/08/2024,Payment,,49.50  ,27/08/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
18/08/2024,Invoice,1611,49.50  ,25/08/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
30/09/2024,Payment,,49.50  ,30/09/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
22/09/2024,Invoice,1642,49.50  ,29/09/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
30/09/2024,Payment,,66.00  ,30/09/2024,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
29/09/2024,Invoice,1648,66.00  ,06/10/2024,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
06/01/2025,Payment,,198.00  ,06/01/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
31/12/2024,Invoice,1727,198.00  ,07/01/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
21/01/2025,Payment,,66.00  ,21/01/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
20/01/2025,Invoice,1739,66.00  ,27/01/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
05/02/2025,Payment,,66.00  ,05/02/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
03/02/2025,Invoice,1752,66.00  ,10/02/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
02/04/2025,Payment,,115.50  ,02/04/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
01/04/2025,Invoice,1817,115.50  ,08/04/2025,Border Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
24/06/2025,Payment,,132.00  ,24/06/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
22/06/2025,Invoice,1893,132.00  ,29/06/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
14/08/2025,Payment,,99.00  ,14/08/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
10/08/2025,Invoice,1954,99.00  ,17/08/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
22/09/2025,Payment,,66.00  ,22/09/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
21/09/2025,Invoice,2012,66.00  ,28/09/2025,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
01/12/2025,Payment,,132.00  ,01/12/2025,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
23/11/2025,Invoice,2079,132.00  ,30/11/2025,Border Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
12/01/2026,Payment,,66.00  ,12/01/2026,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
04/01/2026,Invoice,2120,66.00  ,11/01/2026,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
23/01/2026,Payment,,49.50  ,23/01/2026,Border Metal Roofing,Business,,Paid,,,gemma@bordermetalroofing.com.au
18/01/2026,Invoice,2138,49.50  ,25/01/2026,Border Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,gemma@bordermetalroofing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
29/04/2024,Payment,,231.00  ,29/04/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
28/04/2024,Invoice,1521,231.00  ,05/05/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
07/05/2024,Payment,,165.00  ,07/05/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
07/05/2024,Invoice,1526,165.00  ,12/05/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
14/05/2024,Payment,,264.00  ,14/05/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
13/05/2024,Invoice,1532,264.00  ,19/05/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
20/05/2024,Payment,,66.00  ,20/05/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
19/05/2024,Invoice,1539,66.00  ,26/05/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
10/06/2024,Payment,,660.00  ,10/06/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
09/06/2024,Invoice,1555,660.00  ,16/06/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
11/06/2024,Payment,,115.50  ,11/06/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
03/06/2024,Invoice,1552,115.50  ,10/06/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
26/06/2024,Payment,,561.00  ,26/06/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
24/06/2024,Invoice,1568,561.00  ,30/06/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
29/06/2024,Payment,,264.00  ,29/06/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
17/06/2024,Invoice,1562,264.00  ,24/06/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
02/07/2024,Payment,,330.00  ,02/07/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
01/07/2024,Invoice,1576,330.00  ,07/07/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
30/07/2024,Payment,,231.00  ,30/07/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
28/07/2024,Invoice,1593,231.00  ,04/08/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
12/08/2024,Payment,,132.00  ,12/08/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
04/08/2024,Invoice,1601,132.00  ,11/08/2024,Border Sheds & Roofing,-Split-,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
20/08/2024,Payment,,66.00  ,20/08/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
18/08/2024,Invoice,1612,66.00  ,25/08/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
07/10/2024,Payment,,66.00  ,07/10/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
06/10/2024,Invoice,1654,66.00  ,13/10/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
21/10/2024,Payment,,49.50  ,21/10/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
13/10/2024,Invoice,1660,49.50  ,20/10/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
21/10/2024,Payment,,66.00  ,21/10/2024,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
20/10/2024,Invoice,1669,66.00  ,27/10/2024,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
14/01/2025,Payment,,66.00  ,14/01/2025,Border Sheds & Roofing,Business,,Paid,,,estimating@bordershedsroofing.com
12/01/2025,Invoice,1730,66.00  ,19/01/2025,Border Sheds & Roofing,Sales,7 Days,Paid,0.00  ,Sent,estimating@bordershedsroofing.com
,,,,,,,,,,,
,,,,,,,,,,,
11/07/2022,Payment,,134.75  ,11/07/2022,CBT Roofing,Undeposited funds,,Paid,,,cbtroofing@gmail.com
03/07/2022,Invoice,1002,134.75  ,10/07/2022,CBT Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cbtroofing@gmail.com
,,,,,,,,,,,
,,,,,,,,,,,
21/01/2025,Payment,,132.00  ,21/01/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
20/01/2025,Invoice,1736,132.00  ,27/01/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
06/02/2025,Payment,,77.00  ,06/02/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
27/01/2025,Invoice,1745,77.00  ,03/02/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
25/02/2025,Payment,,264.00  ,25/02/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
17/02/2025,Invoice,1765,264.00  ,24/02/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
11/03/2025,Payment,,330.00  ,11/03/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
03/03/2025,Invoice,1783,330.00  ,10/03/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
21/03/2025,Payment,,330.00  ,21/03/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
24/02/2025,Invoice,1773,198.00  ,03/03/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
09/03/2025,Invoice,1791,132.00  ,16/03/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
15/04/2025,Payment,,429.00  ,15/04/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
07/04/2025,Invoice,1825,429.00  ,14/04/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
03/05/2025,Payment,,330.00  ,03/05/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
20/04/2025,Invoice,1837,330.00  ,27/04/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
07/05/2025,Payment,,297.00  ,07/05/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
29/04/2025,Invoice,1842,297.00  ,06/05/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
21/05/2025,Payment,,231.00  ,21/05/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
05/05/2025,Invoice,1850,231.00  ,12/05/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
21/05/2025,Payment,,132.00  ,21/05/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
01/04/2025,Invoice,1818,132.00  ,08/04/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
21/05/2025,Payment,,66.00  ,21/05/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
13/04/2025,Invoice,1832,66.00  ,20/04/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
12/06/2025,Payment,,297.00  ,12/06/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
08/06/2025,Invoice,1870,297.00  ,15/06/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/07/2025,Payment,,132.00  ,02/07/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
25/05/2025,Invoice,1865,132.00  ,01/06/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/07/2025,Payment,,165.00  ,02/07/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
16/06/2025,Invoice,1883,165.00  ,23/06/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/07/2025,Payment,,66.00  ,02/07/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
22/06/2025,Invoice,1894,66.00  ,29/06/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/07/2025,Payment,,330.00  ,02/07/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
29/06/2025,Invoice,1906,330.00  ,06/07/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
18/08/2025,Payment,,825.00  ,18/08/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
02/08/2025,Invoice,1948,561.00  ,09/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
27/07/2025,Invoice,1940,264.00  ,03/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
15/07/2025,Invoice,1924,66.00  ,22/07/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
07/07/2025,Invoice,1915,445.50  ,14/07/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
19/08/2025,Payment,,500.00  ,19/08/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
02/08/2025,Invoice,1948,561.00  ,09/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
31/08/2025,Payment,,500.00  ,31/08/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
10/08/2025,Invoice,1955,231.00  ,17/08/2025,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/08/2025,Invoice,1948,561.00  ,09/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
17/08/2025,Invoice,1965,528.00  ,24/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
04/09/2025,Payment,,330.00  ,04/09/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
03/09/2025,Invoice,1991,330.00  ,10/09/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
21/09/2025,Payment,,462.00  ,21/09/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
21/09/2025,Invoice,2019,462.00  ,28/09/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
22/09/2025,Payment,,270.50  ,22/09/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
17/08/2025,Invoice,1965,528.00  ,24/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
22/09/2025,Payment,,429.00  ,22/09/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
24/08/2025,Invoice,1977,429.00  ,31/08/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
02/11/2025,Payment,,462.00  ,02/11/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
19/10/2025,Invoice,2046,462.00  ,26/10/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
25/11/2025,Payment,,198.00  ,25/11/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
12/10/2025,Invoice,2034,198.00  ,19/10/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
25/11/2025,Payment,,66.00  ,25/11/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
26/10/2025,Invoice,2053,66.00  ,02/11/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
25/11/2025,Payment,,231.00  ,25/11/2025,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
02/11/2025,Invoice,2066,231.00  ,09/11/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
07/01/2026,Payment,,495.00  ,07/01/2026,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
30/11/2025,Invoice,2096,495.00  ,07/12/2025,Cloudbreak Roofing,-Split-,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
26/01/2026,Payment,,66.00  ,26/01/2026,Cloudbreak Roofing,Business,,Paid,,,cloudbreakroofing@hotmail.com
04/01/2026,Invoice,2124,66.00  ,11/01/2026,Cloudbreak Roofing,Sales,7 Days,Paid,0.00  ,Sent,cloudbreakroofing@hotmail.com
,,,,,,,,,,,
,,,,,,,,,,,
19/03/2025,Payment,,115.50  ,19/03/2025,CNC Roofing,Business,,Paid,,,lewis@cncroofing.net
18/03/2025,Invoice,1797,115.50  ,25/03/2025,CNC Roofing,-Split-,7 Days,Paid,0.00  ,Sent,lewis@cncroofing.net
26/03/2025,Payment,,198.00  ,26/03/2025,CNC Roofing,Business,,Paid,,,lewis@cncroofing.net
24/03/2025,Invoice,1808,198.00  ,31/03/2025,CNC Roofing,-Split-,7 Days,Paid,0.00  ,Sent,lewis@cncroofing.net
,,,,,,,,,,,
,,,,,,,,,,,
29/07/2024,Payment,,66.00  ,29/07/2024,Coastal Metal Roofing,Business,,Paid,,,coastalmetalroofing@outlook.com.au
18/07/2024,Invoice,1589,66.00  ,25/07/2024,Coastal Metal Roofing,-Split-,7 Days,Paid,0.00  ,Sent,coastalmetalroofing@outlook.com.au
,,,,,,,,,,,
,,,,,,,,,,,
01/09/2025,Payment,,66.00  ,01/09/2025,Complete Cladding,Business,,Paid,,,admin@completecladding.com
24/08/2025,Invoice,1978,66.00  ,31/08/2025,Complete Cladding,-Split-,7 Days,Paid,0.00  ,Sent,admin@completecladding.com
,,,,,,,,,,,
,,,,,,,,,,,
24/07/2023,Payment,,363.00  ,24/07/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
23/07/2023,Invoice,1291,363.00  ,30/07/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
07/08/2023,Payment,,242.00  ,07/08/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
06/08/2023,Invoice,1307,242.00  ,13/08/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
16/08/2023,Payment,,363.00  ,16/08/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
14/08/2023,Invoice,1313,363.00  ,21/08/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
24/08/2023,Payment,,90.75  ,24/08/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
20/08/2023,Invoice,1323,90.75  ,27/08/2023,CWB Roofing,Sales,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
01/09/2023,Payment,,242.00  ,01/09/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
27/08/2023,Invoice,1327,242.00  ,03/09/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
06/09/2023,Payment,,242.00  ,06/09/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
04/09/2023,Invoice,1337,242.00  ,11/09/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
21/09/2023,Payment,,357.50  ,21/09/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
17/09/2023,Invoice,1350,357.50  ,24/09/2023,CWB Roofing,-Split-,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
29/09/2023,Payment,,60.50  ,29/09/2023,CWB Roofing,Business,,Paid,,,chris.baza@live.com
24/09/2023,Invoice,1360,60.50  ,01/10/2023,CWB Roofing,Sales,7 Days,Paid,0.00  ,Sent,chris.baza@live.com
,,,,,,,,,,,
,,,,,,,,,,,
02/03/2023,Payment,,242.00  ,02/03/2023,DesignCo Roofing,Business,,Paid,,,
26/02/2023,Invoice,1138,242.00  ,05/03/2023,DesignCo Roofing,-Split-,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
14/04/2023,Payment,,121.00  ,14/04/2023,DesignCo Roofing,Business,,Paid,,,
11/04/2023,Invoice,1182,121.00  ,18/04/2023,DesignCo Roofing,Sales,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
28/04/2023,Payment,,423.50  ,28/04/2023,DesignCo Roofing,Business,,Paid,,,
18/04/2023,Invoice,1188,423.50  ,25/04/2023,DesignCo Roofing,-Split-,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
01/07/2023,Payment,,302.50  ,01/07/2023,DesignCo Roofing,Business,,Paid,,,designcoroofing@gmail.com
25/06/2023,Invoice,1255,302.50  ,02/07/2023,DesignCo Roofing,-Split-,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
28/07/2023,Payment,,60.50  ,28/07/2023,DesignCo Roofing,Business,,Paid,,,designcoroofing@gmail.com
23/07/2023,Invoice,1281,60.50  ,30/07/2023,DesignCo Roofing,Sales,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
13/08/2023,Payment,,181.50  ,13/08/2023,DesignCo Roofing,Business,,Paid,,,designcoroofing@gmail.com
06/08/2023,Invoice,1308,181.50  ,13/08/2023,DesignCo Roofing,Sales,7 Days,Paid,0.00  ,Sent,designcoroofing@gmail.com
,,,,,,,,,,,
,,,,,,,,,,,
31/07/2023,Payment,,126.50  ,31/07/2023,Elite Level Roofing,Business,,Paid,,,elitelevelroofing@gmail.com
23/07/2023,Invoice,1292,126.50  ,30/07/2023,Elite Level Roofing,-Split-,7 Days,Paid,0.00  ,Sent,elitelevelroofing@gmail.com
22/08/2023,Payment,,280.50  ,22/08/2023,Elite Level Roofing,Business,,Paid,,,elitelevelroofing@gmail.com
14/08/2023,Invoice,1314,280.50  ,21/08/2023,Elite Level Roofing,Sales,7 Days,Paid,0.00  ,Sent,elitelevelroofing@gmail.com
,,,,,,,,,,,
,,,,,,,,,,,
20/12/2023,Payment,,544.50  ,20/12/2023,Envy Roofing,Business,,Paid,,,accounts@envyroofing.com.au
26/11/2023,Invoice,1410,242.00  ,03/12/2023,Envy Roofing,-Split-,7 Days,Paid,0.00  ,Sent,accounts@envyroofing.com.au
